seed,offset,ibd_f1,cusum_f1,delta,ibd_positive_fraction,cusum_positive_fraction,ibd_conf_false,cusum_conf_false
5045,200,0.4,0.0,0.4,0.08333333333333333,0.0,0.19236172367604312,0.28322261202756555
5045,500,0.0,0.0,0.0,0.0,0.0,0.1894775604263815,0.28322261202756555
5045,1000,0.0,0.0,0.0,0.041666666666666664,0.0,0.177940907427735,0.28322261202756555
5046,200,0.5,0.0,0.5,0.041666666666666664,0.0,0.18082507067739662,0.28322261202756555
5046,500,0.4,0.0,0.4,0.08333333333333333,0.0,0.20152328429704874,0.28322261202756555
5046,1000,0.0,0.0,0.0,0.041666666666666664,0.0,0.19236172367604312,0.28322261202756555
5047,200,0.5,0.0,0.5,0.041666666666666664,0.0,0.18947756042638148,0.28322261202756555
5047,500,0.0,0.0,0.0,0.0,0.0,0.177940907427735,0.28322261202756555
5047,1000,0.0,0.0,0.0,0.0,0.0,0.2334270085679097,0.28322261202756555
5048,200,0.0,0.0,0.0,0.0,0.0,0.19236172367604312,0.28322261202756555
5048,500,0.0,0.0,0.0,0.0,0.0,0.177940907427735,0.28322261202756555
5048,1000,0.5,0.0,0.5,0.041666666666666664,0.0,0.19399600186476312,0.28322261202756555
5049,200,0.5,0.0,0.5,0.041666666666666664,0.0,0.177940907427735,0.28322261202756555
5049,500,0.5,0.0,0.5,0.041666666666666664,0.0,0.177940907427735,0.28322261202756555
5049,1000,0.5,0.0,0.5,0.041666666666666664,0.0,0.177940907427735,0.28322261202756555
5050,200,0.4,0.0,0.4,0.08333333333333333,0.0,0.18082507067739662,0.28322261202756555
5050,500,0.0,0.0,0.0,0.0,0.0,0.22060767302131482,0.28322261202756555
5050,1000,0.0,0.0,0.0,0.0,0.0,0.27284432861116426,0.28322261202756555
